,timestamp,open,high,low,close,volume
51,2019-04-30 11:45:00,179.82,180.41,179.81,180.36,95005
52,2019-04-30 11:40:00,179.74,180.09,179.67,179.811,106924
53,2019-04-30 11:35:00,179.395,179.98,179.38,179.72,94525
54,2019-04-30 11:30:00,179.84,179.84,179.38,179.38,61377
55,2019-04-30 11:25:00,179.67,179.96,179.64,179.84,66213
56,2019-04-30 11:20:00,179.435,179.71,179.16,179.6,95893
57,2019-04-30 11:15:00,179.36,179.67,179.32,179.42,138289
58,2019-04-30 11:10:00,179.8,180.09,179.3501,179.44,114947
59,2019-04-30 11:05:00,180.33,180.4,179.62,179.8,177137
60,2019-04-30 11:00:00,180.7,180.7899,180.27,180.3339,106913
61,2019-04-30 10:55:00,180.9,181.2,180.4605,180.64,154238
62,2019-04-30 10:50:00,180.76,181.0,180.69,180.91,53882
63,2019-04-30 10:45:00,180.49,180.9699,180.49,180.77,66265
64,2019-04-30 10:40:00,180.8841,180.93,180.38,180.49,83628
65,2019-04-30 10:35:00,180.6499,181.05,180.6,180.89,121046
66,2019-04-30 10:30:00,180.43,180.66,180.15,180.65,120877
67,2019-04-30 10:25:00,180.9824,181.12,180.4701,180.4701,150722
68,2019-04-30 10:20:00,180.87,181.21,180.6961,181.0,213576
69,2019-04-30 10:15:00,180.18,180.95,180.18,180.8727,199909
70,2019-04-30 10:10:00,179.86,180.4496,179.8005,180.195,278201
71,2019-04-30 10:05:00,179.41,180.06,178.99,179.89,205899
72,2019-04-30 10:00:00,179.05,179.6594,178.9,179.355,202343
73,2019-04-30 09:55:00,179.5655,179.78,178.96,179.05,165413
74,2019-04-30 09:50:00,179.39,179.7299,178.8,179.59,274621
75,2019-04-30 09:45:00,178.8377,179.5696,178.3906,179.43,377569
76,2019-04-30 09:40:00,179.0,179.15,178.37,178.8324,245315
77,2019-04-30 09:35:00,178.03,179.4,177.26,179.03,406436
78,2019-04-29 16:00:00,179.15,179.5,179.13,179.36,345920
79,2019-04-29 15:55:00,179.32,179.32,179.02,179.12,99606
80,2019-04-29 15:50:00,179.39,179.44,179.2,179.3146,117652
81,2019-04-29 15:45:00,179.52,179.53,179.375,179.4107,74068
82,2019-04-29 15:40:00,179.61,179.7,179.48,179.5,69009
83,2019-04-29 15:35:00,179.4645,179.7,179.43,179.6,91941
84,2019-04-29 15:30:00,179.52,179.59,179.3526,179.49,50547
85,2019-04-29 15:25:00,179.38,179.53,179.37,179.47,53575
86,2019-04-29 15:20:00,179.455,179.5291,179.34,179.368,50061
87,2019-04-29 15:15:00,179.58,179.6629,179.3386,179.47,50868
88,2019-04-29 15:10:00,179.5571,179.63,179.44,179.5657,55861
89,2019-04-29 15:05:00,179.66,179.74,179.52,179.54,43046
90,2019-04-29 15:00:00,179.72,179.72,179.58,179.6782,78402
91,2019-04-29 14:55:00,179.77,179.78,179.64,179.67,41737
92,2019-04-29 14:50:00,179.93,179.97,179.75,179.77,45770
93,2019-04-29 14:45:00,179.86,179.96,179.75,179.96,50587
94,2019-04-29 14:40:00,179.94,180.03,179.84,179.84,31188
95,2019-04-29 14:35:00,179.95,180.01,179.91,179.95,23249
96,2019-04-29 14:30:00,179.97,180.1341,179.81,179.94,43361
97,2019-04-29 14:25:00,179.99,180.16,179.88,179.98,62740
98,2019-04-29 14:20:00,179.92,180.05,179.89,179.98,42461
99,2019-04-29 14:15:00,179.99,180.05,179.87,179.89,58169
